ID,Name,Sex,Age,Height,Weight,Team,country,Games,Year,Season,City,Sport,Event,Medal
89210,21119300dcbeb97d2a9391d75d10a4a6038631a3b48a9a254ab2c2a0c4db4ff0,M,38.0,,,Norway,NOR,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
89211,006b8daecc45c968b5b400ccc09b7b5bf19954e31305adea56b23e735fbda02d,M,38.0,,,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres, Team",
89211,006b8daecc45c968b5b400ccc09b7b5bf19954e31305adea56b23e735fbda02d,M,38.0,,,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 600 metres, Team",
89211,006b8daecc45c968b5b400ccc09b7b5bf19954e31305adea56b23e735fbda02d,M,38.0,,,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",Silver
89252,7d3e8336f5ff227d411d23d01fabcd648b6c0423860852dd94ea24fd87e678a1,M,22.0,175.0,67.0,Norway,NOR,1984 Winter,1984,Winter,Sarajevo,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
89252,7d3e8336f5ff227d411d23d01fabcd648b6c0423860852dd94ea24fd87e678a1,M,22.0,175.0,67.0,Norway,NOR,1984 Winter,1984,Winter,Sarajevo,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",
89252,7d3e8336f5ff227d411d23d01fabcd648b6c0423860852dd94ea24fd87e678a1,M,26.0,175.0,67.0,Norway,NOR,1988 Winter,1988,Winter,Calgary,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
89252,7d3e8336f5ff227d411d23d01fabcd648b6c0423860852dd94ea24fd87e678a1,M,26.0,175.0,67.0,Norway,NOR,1988 Winter,1988,Winter,Calgary,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",
89264,68e36dd3651ad931ac4e0c750d98c87c9470bd0c7ab70a77e3bd7b6d23a89339,M,18.0,,,Norway,NOR,1912 Summer,1912,Summer,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
89264,68e36dd3651ad931ac4e0c750d98c87c9470bd0c7ab70a77e3bd7b6d23a89339,M,26.0,,,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Silver
89265,5f15200048478aee35d7efa787cf6a8248ca3fb4c43fdf597d4d592306b728b4,M,29.0,,,Norway,NOR,1912 Summer,1912,Summer,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
89266,d0197eb3596494bc8c4229a18ed992392cb8d00d3d731cdd81a8a03b53ea24ba,M,24.0,,,Norway,NOR,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Downhill,
89273,104edadf5148db95680aae282dcf6636c8c22f9a888ad3c41989eef3c0217838,M,27.0,,,Norway,NOR,1948 Winter,1948,Winter,Sankt Moritz,Alpine Skiing,Alpine Skiing Men's Slalom,
89273,104edadf5148db95680aae282dcf6636c8c22f9a888ad3c41989eef3c0217838,M,31.0,,,Norway,NOR,1952 Winter,1952,Winter,Oslo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
89308,ffc0dd530ac6f26a455d1573b2ea53de44ceb71d82d73f4fd6d5488bb8aba452,M,21.0,193.0,87.0,Norway,NOR,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
89382,ff4280646b45873d6e3c417810434484959025f241c6f5b6f339a37a779decfc,M,29.0,,,Norway,NOR,1928 Summer,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Jumping, Individual",
89382,ff4280646b45873d6e3c417810434484959025f241c6f5b6f339a37a779decfc,M,29.0,,,Norway,NOR,1928 Summer,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Jumping, Team",
89382,ff4280646b45873d6e3c417810434484959025f241c6f5b6f339a37a779decfc,M,29.0,,,Norway,NOR,1928 Summer,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",
89382,ff4280646b45873d6e3c417810434484959025f241c6f5b6f339a37a779decfc,M,29.0,,,Norway,NOR,1928 Summer,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Silver
